"","0000011103","0000012101","0000012301","0000012305","0000012401","0000012406","0000012411","0000012413","0000012417","0000012420","0000012423","0000012427","0000012428","0000012429","0000012430","0000012433","0000012434","0000012435","0000012501","0000012502","0000012505","0000012507","0000012601","0000012701","0000013301","0000021206","0000021207","0000024204","0000024205","0000024206","0000024207","0000024601","0000024701","0000025101","0000025108","0000025112","0000025113","0000025114","0000025123","0000025125","0000025201","0000025203","0000025207","0000025209","0000025212","0000025303","0000025304","0000025305","0000031601","0000031604","0000031609","0000034601","0000034602","0000034603","0000041301","0000041601","0000044602","0000045201","0000045601","0000045603","0000045604","0000051701","0000061601","0000061602","0000061603","0000061701","0000062605","0000064601","0000064603","0000071601","0000076101","0000077601","0000090101","0000090601","0000090604","0000090606","0000090701","0000090702","0000090703","0000090704","0000090706","0000091302","0000091702","0000091717","0000094606","0000095601","0000095602","0000095605","0000096706","0000096711","0000096713","0000096724","0000096731","0000098501","0000098503","0000098507","0000098508","0000098509","0000098513","0000098514","0000098515","0000098516","0000098517","0000098518","0000098519","aa00190001","aa00690002","aa03125001","aa03125002","aa03125003","aa03125004","aa03125005","aa03125006","aa04192003","aa04192004","aa05191001","aa05191002","aa05191003","aa05191004","aa07134015","aa07134027","aa07151012","aa07153001","aa07153002","aa07153003","aa07153004","aa07153005","aa07153006","aa07153007","aa07153008","aa07153009","aa07153048","aa07153049","aa07153051","aa07153052","aa07153053","aa07153054","aa07153055","aa07153056","aa07153057","aa07153096","aa07153097","aa07153098","aa07153099","aa07153101","aa07153102","aa07153103","aa07153104","aa07153105","aa07153106","aa07153149","aa07153152","aa07153201","aa07153251","aa07153252","aa07153253","aa07153254","aa07153255","aa07153258","aa07153259","aa07153262","aa07153268","aa07153269","aa07153272","aa07153273","aa07153274","aa07153299","aa07193001","aa07193002","aa07193003","aa07193004","aa07193010","aa07193013","aa07253151","aa07253153","aa07253256","aa07253257","aa07253260","aa07253261","aa07334006","aa07351001","aa07393043","aa07453001","aa07453002","aa07453003","aa07453004","aa07453005","aa07453006","aa07453007","aa07453008","aa07453009","aa07453010","aa07453011","aa07453012","aa07453013","aa07453014","aa07453015","aa07453016","aa07453017","aa07453018","aa07453098","aa07453099","aa08296002","aa11224004","ab07294010","gx01910701","gx02110101","gx02110104","gx02120305","gx02120412","gx02130402","gx02760102","gx02900104","ty00000001","ty00000002","ty00000003","ty00000005","ty00000006","ty00000009","ty00000010","ty00000011","ty00000012"
"53060120",NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",NA,"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,"60","良好","85","85","91","86","88","74",NA,NA,"84","84","80","77",NA,NA,NA,"89","72","96","69","60","71","84","89","78",NA,NA,"98","81","89","65","77","69","76",NA,NA,NA,NA,"85","77","61","90","79","88",NA,"82","良好","中等","及格","良好",NA,"61",NA,"不及格","60",NA,NA,NA,"64",NA,NA,"97","90","91",NA,"99","88","78","64","82",NA,NA,"81",NA,"84","90","良好","良好","良好","中等","中等","中等","良好","中等","中等","中等","83","80","中等","69","及格","84","85","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,"中等",NA,NA
"53060121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,"91","优秀","88","85","92","92","84","91",NA,NA,"85","88","91","94",NA,NA,NA,"90","96","98","90","97","96","88","95","96",NA,NA,"97","97","92","93","92","96","96",NA,NA,NA,NA,"98","96","96","98","93","91",NA,"96","优秀","优秀","优秀","优秀",NA,"74",NA,"优秀",NA,NA,NA,NA,"91",NA,NA,"93","95","99",NA,"100","99","98","90",NA,NA,NA,"97",NA,"95","95","优秀","优秀","优秀","优秀","优秀","优秀","优秀","优秀","优秀","优秀","92","97","良好","86","优秀","94","98","优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA
"53060122",NA,NA,"良好",NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87",NA,"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,"71","良好","91","69","89","90","94","81",NA,NA,"78","76","87","77",NA,NA,NA,"82","90","88","63","82","94","82","93","78",NA,NA,"88","92","74","66","81","82","83",NA,NA,NA,NA,"95","89","84","94","86","79",NA,"89","优秀","良好","优秀","良好",NA,"81",NA,"优秀",NA,NA,NA,NA,"76",NA,NA,"93","87","92",NA,"84","88","95","90","65",NA,NA,NA,NA,"91","90","中等","良好","良好","优秀","优秀","优秀","中等","优秀","优秀","优秀","90","88","良好","85","良好","89","73","优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA
"53060123",NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","优秀","89","72","90","87","89","75",NA,NA,"82","81","82","86",NA,NA,NA,"70","63","88","77","80","95","77","97","86",NA,NA,"76","77","90","72","85","87","91",NA,NA,NA,NA,"65","73","60","82","86","74",NA,"90","中等","良好","中等","良好",NA,"88",NA,"优秀",NA,NA,NA,NA,"84",NA,NA,"60","60","67",NA,"72","75","95","69",NA,"77",NA,NA,NA,"85","90","良好","良好","良好","中等","良好","良好","良好","良好","优秀","优秀","82","86","中等","75","良好","89","68","及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","优秀",NA
"53060124",NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87",NA,"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,"60","中等","82","65","86","88","89","80",NA,NA,"74","72","78","83",NA,NA,NA,"68","84","90","87","85","94","81","87","78",NA,NA,"81","92","87","70","79","83","78",NA,NA,NA,NA,"75","81","63","79","89","77",NA,"89","中等","中等","优秀",NA,NA,"82",NA,"优秀",NA,NA,NA,NA,"83",NA,NA,"80","82","86",NA,"82","92","91","69",NA,"81",NA,NA,NA,"91","89","中等","中等","良好","优秀","优秀","良好","良好","优秀","优秀","良好","88","86","良好","76","良好","92","74","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"优秀",NA
"53060125",NA,NA,NA,"良好",NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",NA,"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,"60","良好","85","50","83","81","85","71",NA,NA,"82","82","84","80",NA,NA,NA,"15","7","30","64","60","6","15","2","69",NA,NA,"1","14","73","6","36","49","70",NA,NA,NA,NA,"77","77","38","3","60","69",NA,"17","中等","及格","中等","及格",NA,"23",NA,"不及格",NA,"80","良好",NA,"51",NA,NA,"70","9","9",NA,"79","16","49","14","60","75",NA,NA,NA,"68","89","中等","中等","中等","中等","中等","中等","中等","中等","及格","中等","78","64","及格","72","及格","68","53","及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,"中等",NA,NA
"53060126",NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89",NA,"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","良好","83","70","88","77","84","73",NA,NA,"76","66","77","72",NA,NA,NA,"36","22","84","48","71","32","64","90","72",NA,NA,"94","81","80","73","70","61","85",NA,NA,NA,NA,"90","84","94","35","64","88",NA,"83","中等","及格","及格","良好",NA,"61.5",NA,"及格",NA,NA,NA,NA,"74",NA,NA,"84","81","75",NA,"96","66","74","61","68",NA,NA,NA,NA,"73","88","中等","及格","中等","良好","中等","中等","中等","中等","中等","中等","86","78","中等","64","及格","86","73","及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,"及格",NA
"53060127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","优秀","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","优秀","86","60","77","60","83","61",NA,NA,"71","55","67","60",NA,NA,NA,"12","7","21","14","12","6","16","4","40",NA,NA,"1","17","65","16","29","60","63",NA,NA,NA,NA,"72","65","63","4","60","48",NA,"61","中等","及格","中等","及格",NA,"61.5",NA,"不及格",NA,"62","优秀",NA,"49",NA,NA,"48","13","9",NA,"61","37","43","28","40","75",NA,NA,NA,"60","90","良好","良好","及格","良好","中等","中等","良好","中等","中等","良好","78","71","中等","72","良好","70","71","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,"及格",NA,NA,NA,NA
"53060128",NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81",NA,NA,NA,NA,NA,NA,NA,"76",NA,"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"73","良好","83","78","83","90","89","72",NA,NA,"75","69","67","60",NA,NA,NA,"65","51","68","61","60","72","79","60","67",NA,NA,"61","64","81","61","60","68","78",NA,NA,NA,NA,"84","60","50","73","64","60",NA,"69","良好","及格","及格","良好",NA,"69",NA,"不及格",NA,NA,NA,NA,"65",NA,NA,"77","22","38",NA,"52","73","78","48","60","70",NA,NA,NA,"81","90","良好","良好","及格","良好","良好","中等","良好","良好","中等","良好","78","83","中等","67","中等","82","83","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,"优秀",NA
"53060129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,"良好",NA,NA,NA,NA,NA,"68","优秀","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","良好","76","66","86","88","91","70",NA,NA,"77","77","77","73",NA,NA,NA,"62","60","74","61","69","81","72","86","68",NA,NA,"72","81","81","62","66","62","75",NA,NA,NA,NA,"87","68","63","56","69","62",NA,"79","优秀","中等","良好","良好",NA,"60.5",NA,"中等",NA,NA,NA,NA,"71",NA,NA,"73","38","24",NA,"80","76","76","66","86",NA,NA,NA,NA,"72","88","中等","良好","及格","良好","良好","良好","良好","中等","良好","中等","82","71","中等","67","及格","88","62","及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,"优秀",NA,NA
"53060130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,"76","优秀","84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","优秀","94","66","86","77","86","68",NA,NA,"85","86","88","80",NA,NA,NA,"91","85","95","78","87","95","85","88","85",NA,NA,"97","85","87","78","86","76","86",NA,NA,NA,NA,"97","93","92","91","78","82",NA,"83","良好","良好","及格","良好",NA,"71",NA,"良好",NA,NA,NA,NA,"69",NA,NA,"97","97","84",NA,"98","92","82","76","60",NA,NA,NA,NA,"81","88","良好","优秀","良好","中等","良好","良好","良好","良好","良好","良好","80","87","良好","77","优秀","92","80","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA
"53060131",NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,"89",NA,"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","中等","88","81","93","88","88","82",NA,NA,"77","84","83","81",NA,NA,NA,"77","61","94","92","98","94","84","86","89",NA,NA,"74","86","80","84","82","79","83",NA,NA,NA,NA,"87","68","90","86","79","89",NA,"93","中等","中等","良好","良好",NA,"84",NA,"中等",NA,NA,NA,NA,"78",NA,NA,"75","93","79",NA,"91","89","93","83","88",NA,NA,NA,NA,"82","87","中等","良好","良好","中等","良好","优秀","优秀","优秀","中等","良好","80","87","中等","65","良好","87","81","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA
"53060132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"94",NA,"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,"66","优秀","92","79","88","79","89","90",NA,NA,"85","86","87","87",NA,NA,NA,"94","92","91","97","85","97","85","95","90",NA,NA,"84","91","86","72","93","87","91",NA,NA,NA,NA,"88","92","97","98","92","80",NA,"97","优秀","良好","优秀",NA,NA,"85",NA,"良好",NA,NA,NA,NA,"86",NA,NA,"100","100","76",NA,"96","94","97","80",NA,"89",NA,NA,NA,"91","87","优秀","优秀","优秀","优秀","优秀","优秀","良好","优秀","优秀","良好","86","89","良好","92","良好","95","99","优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA
"53060133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84",NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","中等","86","69","88","71","90","80",NA,NA,"73","69","68","60",NA,NA,NA,"60","64","74","34","2","21","53","60","71",NA,NA,"60","60","79","61","64","66","76",NA,NA,NA,NA,"91","61","83","70","78","40",NA,"78","中等","及格","及格","良好",NA,"68",NA,"中等",NA,NA,NA,NA,"55",NA,NA,"61","60","56",NA,"83","74","49","62","60","75",NA,NA,NA,"76","88","良好","良好","及格","良好","良好","中等","良好","中等","良好","中等","89","74","及格","66","良好","81","89","优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,"优秀",NA
"53060135",NA,NA,NA,"优秀",NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等","86",NA,"85",NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","良好","89","72","91","85","85","90",NA,NA,"77","77","78","73",NA,NA,NA,"41","54","84","65","86","92","65","87","85",NA,NA,"84","72","83","73","77","88","69",NA,NA,NA,NA,"79","61","63","78","85","66",NA,"92","中等","中等","良好","良好",NA,"72",NA,NA,NA,NA,NA,NA,"75",NA,NA,"37","30","47",NA,"70","70","89","80","62","88",NA,NA,NA,"79","90","良好","良好","及格","良好","良好","良好","良好","良好","优秀","良好","88","89","优秀","82","中等","87","80","优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA
"53060201",NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,"84",NA,"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","中等","85","68","83","72","80","62",NA,NA,"65","54","70","65",NA,NA,NA,"42","19","70","60","64","60","72","65","77",NA,NA,"67","85","60","60","65","74","93",NA,NA,NA,NA,"74","79","80","32","61","70",NA,"76","中等","及格","及格","良好",NA,"79",NA,"良好",NA,NA,NA,NA,"63",NA,NA,"68","43","30",NA,"73","69","67","60","60",NA,NA,NA,NA,"80","89","良好","及格","中等","良好","中等","良好","良好","中等","及格","良好","89","76","中等","72","良好","80","81","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,"优秀",NA
"53060202",NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82",NA,"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,"60","优秀","76","75","80","81","81","80",NA,NA,"78","74","75","68",NA,NA,NA,"79","63","82","66","67","84","67","63","64",NA,NA,"85","69","77","60","66","70","77",NA,NA,NA,NA,"70","74","62","65","62","73",NA,"66","良好","及格","中等","及格",NA,"73.5",NA,"中等",NA,NA,NA,NA,"75",NA,NA,"78","66","78",NA,"80","73","92","77",NA,"73",NA,NA,NA,"72","88","中等","及格","中等","中等","良好","中等","良好","中等","优秀","中等","75","82","及格","54","良好","77","61","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,"中等",NA,NA,NA,NA,NA,NA
"53060203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69",NA,"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,"63","良好","81","76","91","93","90","82",NA,NA,"85","78","77","61",NA,NA,NA,"35","35","60","20","30","23","33","9","30",NA,NA,"14","26","40","28","23","60","49",NA,NA,NA,NA,"81","66","2","41","82","42",NA,"42","中等","及格","及格","优秀",NA,"41.5",NA,"良好",NA,NA,"中等",NA,NA,NA,NA,"84","33","25",NA,"61","60","46","61","61","70",NA,NA,NA,"71","87","良好","及格","良好","良好","中等","及格","中等","中等","及格","中等","88","72","中等","61","良好","80","89","及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,"良好",NA
"53060204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,"优秀",NA,"90",NA,"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","中等","87","83","92","91","90","83",NA,NA,"86","84","81","82",NA,NA,NA,"91","89","94","98","74","94","90","96","85",NA,NA,"79","95","82","85","87","79","86",NA,NA,NA,NA,"98","83","95","90","90","88",NA,"96","优秀","中等","及格","优秀",NA,"76",NA,"良好",NA,NA,NA,NA,"70",NA,NA,"88","94","80",NA,"94","88","94","86",NA,"90",NA,NA,NA,"85","88","良好","中等","良好","中等","优秀","良好","良好","优秀","优秀","良好","90","82","良好","79","及格","89","91","优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA
